 ,Initials,Slice,BT_x,BT_y,BB_x,BB_y,CB_x,CB_y,LEB_x,LEB_y,LER_x,LER_y,LEF_x,LEF_y,REB_x,REB_y,RER_x,RER_y,REF_x,REF_y
143,JKR,143,576.5,277.167,536.167,259.167,556.5,226.5,-1,-1,-1,-1,-1,-1,505.833,211.5,487.5,209.833,519.833,222.167
144,JKR,144,575.5,278.167,536.833,259.833,555.833,229.167,-1,-1,-1,-1,-1,-1,505.5,212.5,487.5,211.5,519.833,222.833
145,JKR,145,577.5,275.5,539.5,255.833,561.5,225.833,-1,-1,-1,-1,-1,-1,518.167,210.833,500.5,209.167,530.5,222.5
146,JKR,146,574.5,277.833,535.833,257.5,559.167,226.167,-1,-1,-1,-1,-1,-1,513.167,207.167,495.833,203.833,526.833,219.167
147,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,JKR,149,568.5,262.5,527.167,247.167,545.167,212.167,-1,-1,-1,-1,-1,-1,494.833,200.167,476.167,199.167,510.167,210.167
150,JKR,150,531.167,358.833,508.5,323.5,538.5,304.167,-1,-1,-1,-1,-1,-1,488.833,263.833,474.5,255.833,498.5,281.833
151,JKR,151,546.833,478.5,521.5,446.167,553.167,424.5,-1,-1,-1,-1,-1,-1,503.167,386.167,488.167,377.833,510.833,401.833
152,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,JKR,154,534.167,407.833,504.167,379.5,528.833,353.833,-1,-1,-1,-1,-1,-1,479.833,323.167,464.5,316.833,491.833,338.5
155,JKR,155,542.5,406.5,511.167,374.833,542.5,354.167,-1,-1,-1,-1,-1,-1,502.833,323.833,489.833,315.167,512.5,338.167
156,JKR,156,592.167,378.833,563.167,357.5,-1,-1,-1,-1,-1,-1,-1,-1,559.5,313.167,547.167,308.833,567.167,326.167
157,JKR,157,546.833,371.167,520.5,343.167,546.5,323.167,-1,-1,-1,-1,-1,-1,533.167,298.833,523.833,292.833,536.167,313.833
158,JKR,158,-1,-1,615.5,376.833,-1,-1,-1,-1,-1,-1,-1,-1,613.5,323.5,597.5,316.833,621.5,341.5
159,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,JKR,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,JKR,162,613.833,356.5,573.167,335.5,597.167,306.5,-1,-1,-1,-1,-1,-1,546.5,281.167,527.833,277.5,561.167,295.167
163,JKR,163,521.167,358.833,480.167,334.833,505.833,306.5,-1,-1,-1,-1,-1,-1,455.5,280.833,437.5,277.5,470.833,294.833
164,JKR,164,449.833,354.833,412.5,333.167,436.833,304.833,-1,-1,-1,-1,-1,-1,386.167,279.5,367.833,276.167,400.833,291.167
165,JKR,165,441.833,352.5,398.833,329.5,428.167,300.833,-1,-1,-1,-1,-1,-1,375.833,275.5,358.833,271.833,392.167,287.833
166,JKR,166,442.167,351.833,399.833,327.5,428.833,299.167,-1,-1,-1,-1,-1,-1,376.5,274.167,359.833,270.5,391.167,286.5
167,JKR,167,439.5,348.833,396.167,326.167,426.167,296.833,-1,-1,-1,-1,-1,-1,373.5,272.167,355.167,268.5,388.5,286.5
168,JKR,168,427.5,345.5,393.5,324.167,416.5,293.5,-1,-1,-1,-1,-1,-1,357.833,268.167,341.833,265.167,373.833,281.5
169,JKR,169,431.833,313.5,396.5,304.833,403.5,267.833,-1,-1,-1,-1,-1,-1,343.5,261.5,327.833,263.5,361.833,269.5
170,JKR,170,429.833,310.833,392.167,304.833,402.167,266.5,-1,-1,-1,-1,-1,-1,343.833,259.5,328.167,262.833,364.833,267.833
171,JKR,171,430.833,329.5,392.5,315.167,407.5,279.5,-1,-1,-1,-1,-1,-1,350.167,266.167,332.833,266.5,369.833,277.5
172,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,JKR,173,431.5,321.167,406.167,313.167,420.5,284.5,-1,-1,-1,-1,-1,-1,370.833,252.833,353.833,251.167,383.833,265.167
174,JKR,174,425.5,358.833,390.167,334.167,416.167,305.5,-1,-1,-1,-1,-1,-1,362.167,277.167,345.833,273.5,374.833,289.833
175,JKR,175,423.833,359.167,388.167,334.5,413.5,304.5,-1,-1,-1,-1,-1,-1,357.833,277.5,341.833,273.5,372.5,291.167
176,JKR,176,429.833,352.5,389.167,328.167,414.167,299.833,-1,-1,-1,-1,-1,-1,360.833,276.833,343.167,272.167,374.833,288.833
177,JKR,177,427.167,351.833,386.5,328.5,412.5,296.833,-1,-1,-1,-1,-1,-1,359.5,276.167,342.167,272.833,373.5,287.5
178,JKR,178,423.5,354.5,382.167,330.5,410.5,300.5,-1,-1,-1,-1,-1,-1,358.167,276.833,341.167,271.833,372.5,289.167
179,JKR,179,424.167,356.167,385.167,331.167,412.5,299.5,-1,-1,-1,-1,-1,-1,359.167,275.833,341.5,270.167,373.167,288.5
180,JKR,180,427.167,350.167,385.5,326.833,412.5,295.5,-1,-1,-1,-1,-1,-1,359.833,277.833,341.167,273.5,373.5,288.833
181,JKR,181,427.167,349.167,386.167,327.167,410.833,294.5,-1,-1,-1,-1,-1,-1,357.833,276.833,339.167,271.833,371.5,287.833
182,JKR,182,427.167,357.5,389.833,334.5,412.5,301.833,-1,-1,-1,-1,-1,-1,354.5,280.5,336.5,275.833,370.167,292.833
183,JKR,183,414.5,357.5,381.833,334.167,401.5,300.833,-1,-1,-1,-1,-1,-1,340.5,281.833,324.167,277.833,357.833,291.833
184,JKR,184,416.167,356.167,383.5,334.167,401.5,299.167,-1,-1,-1,-1,-1,-1,341.833,280.5,326.5,278.167,357.5,290.833
185,JKR,185,416.5,354.5,380.833,332.5,400.5,298.167,-1,-1,-1,-1,-1,-1,340.833,279.833,324.833,276.833,356.5,290.833
186,JKR,186,418.167,353.833,382.5,332.167,402.833,297.5,-1,-1,-1,-1,-1,-1,341.167,279.833,325.833,276.167,357.5,288.833
187,JKR,187,416.833,355.167,379.5,333.5,401.833,298.833,-1,-1,-1,-1,-1,-1,340.5,279.5,324.167,277.167,355.5,291.167
188,JKR,188,395.5,368.5,-1,-1,389.167,312.5,-1,-1,-1,-1,-1,-1,329.833,287.167,315.5,282.167,344.5,298.5
189,JKR,189,345.5,364.833,-1,-1,352.167,310.833,383.833,298.5,-1,-1,375.167,308.167,310.833,283.5,305.167,280.5,320.833,295.167
190,JKR,190,330.5,359.833,-1,-1,340.5,307.833,380.5,298.167,-1,-1,369.167,308.5,304.833,282.5,302.167,280.5,311.833,296.833
191,JKR,191,317.5,390.167,-1,-1,332.167,336.5,-1,-1,-1,-1,364.833,327.167,303.167,294.167,298.833,286.5,308.167,310.167
192,JKR,192,321.833,407.833,-1,-1,340.833,350.833,-1,-1,-1,-1,-1,-1,306.833,300.5,300.5,287.833,312.833,319.5
193,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,JKR,194,-1,-1,381.5,465.5,410.167,440.833,-1,-1,-1,-1,-1,-1,363.5,408.167,348.833,399.833,373.833,423.167
195,JKR,195,464.833,407.5,428.167,382.833,451.167,351.833,-1,-1,-1,-1,-1,-1,391.5,330.5,374.833,325.5,407.833,342.5
196,JKR,196,475.5,400.833,442.167,379.167,464.5,348.5,-1,-1,-1,-1,-1,-1,406.5,320.167,389.167,317.833,421.5,334.833
197,JKR,197,363.5,443.833,-1,-1,386.167,390.5,-1,-1,-1,-1,411.167,388.5,353.833,350.167,350.833,342.833,357.833,365.5
198,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,JKR,200,459.5,443.833,437.167,412.167,466.167,394.833,-1,-1,-1,-1,-1,-1,446.5,364.833,433.833,352.833,448.833,381.167
201,JKR,201,482.833,454.167,455.167,425.167,481.5,403.167,-1,-1,-1,-1,-1,-1,466.5,380.167,454.5,375.167,467.833,395.5
202,JKR,202,390.5,394.167,-1,-1,395.167,347.167,-1,-1,-1,-1,-1,-1,396.833,323.167,393.5,316.5,395.5,337.833
203,JKR,203,469.167,401.167,447.5,374.5,466.167,352.5,-1,-1,-1,-1,-1,-1,460.5,328.5,451.833,321.833,460.5,343.5
204,JKR,204,548.167,387.833,518.833,359.167,545.167,338.5,-1,-1,-1,-1,-1,-1,523.5,308.833,512.5,302.5,525.833,324.167
205,JKR,205,607.5,418.5,572.833,391.167,599.833,367.5,-1,-1,-1,-1,-1,-1,568.833,337.5,554.167,331.833,575.167,352.167
206,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,JKR,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,JKR,217,-1,-1,509.5,468.5,541.167,425.167,-1,-1,-1,-1,-1,-1,477.833,387.5,458.167,379.5,492.167,410.167
218,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,JKR,221,547.833,151.167,485.5,151.167,482.5,100.833,-1,-1,-1,-1,-1,-1,399.167,130.5,380.167,140.167,427.5,131.167
222,JKR,222,524.833,190.167,481.833,167.833,500.167,120.167,-1,-1,-1,-1,-1,-1,419.167,97.5,399.167,98.167,442.5,112.833
223,JKR,223,554.167,183.833,497.5,160.167,518.5,114.167,-1,-1,-1,-1,-1,-1,440.5,99.5,415.5,99.167,467.5,112.833
224,JKR,224,544.833,173.833,490.5,145.5,511.5,103.5,-1,-1,-1,-1,-1,-1,430.5,88.167,407.167,87.5,455.5,102.167
225,JKR,225,534.5,98.833,472.167,69.833,500.5,26.5,-1,-1,-1,-1,-1,-1,418.833,8.167,395.833,9.5,444.833,21.833
226,JKR,226,535.5,99.833,473.833,69.167,503.833,25.5,-1,-1,-1,-1,-1,-1,421.5,7.167,397.167,6.833,444.5,22.167
227,JKR,227,528.833,104.167,466.833,75.5,495.833,27.833,-1,-1,-1,-1,-1,-1,414.167,11.5,389.167,13.5,437.167,27.167
228,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,JKR,232,531.167,110.5,476.833,115.5,471.833,70.5,-1,-1,-1,-1,-1,-1,394.167,107.5,372.5,119.167,423.5,104.5
233,JKR,233,517.167,144.833,459.833,124.167,478.833,74.5,-1,-1,-1,-1,-1,-1,393.5,68.5,369.167,70.5,420.167,78.167
