 ,Initials,Slice,BT_x,BT_y,BB_x,BB_y,CB_x,CB_y,LEB_x,LEB_y,LER_x,LER_y,LEF_x,LEF_y,REB_x,REB_y,RER_x,RER_y,REF_x,REF_y
93,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,JKR,108,618,319,574.5,324,566.5,283,-1,-1,-1,-1,-1,-1,514,291,495.5,299,534.5,291.5
109,JKR,109,617,302.5,577.5,315.5,567.5,277,-1,-1,-1,-1,-1,-1,521,302,505,313.5,539,297
110,JKR,110,625.5,305.5,-1,-1,574,289.5,-1,-1,-1,-1,-1,-1,521.5,321.5,505,332,542,315.5
111,JKR,111,628.5,306.5,-1,-1,579.5,290,-1,-1,-1,-1,-1,-1,523.5,322.5,506,333.5,544,316.5
112,JKR,112,629,307,-1,-1,580,288.5,-1,-1,-1,-1,-1,-1,525,321.5,507.5,332.5,546.5,315.5
113,JKR,113,630.5,306.5,-1,-1,580.5,287,-1,-1,-1,-1,-1,-1,524,320.5,507,330.5,545,315
114,JKR,114,632,316.5,-1,-1,585,296.5,-1,-1,-1,-1,-1,-1,524.5,325.5,507,333,546.5,320.5
115,JKR,115,632,316.5,-1,-1,583.5,295.5,-1,-1,-1,-1,-1,-1,525,326.5,509.5,334.5,547,321.5
116,JKR,116,635,316.5,-1,-1,588,296,-1,-1,-1,-1,-1,-1,527,326,509,334,546.5,322
117,JKR,117,632,322.5,-1,-1,586,300,-1,-1,-1,-1,-1,-1,524.5,326,506,334,544,322.5
118,JKR,118,633,323.5,-1,-1,585.5,300,-1,-1,-1,-1,-1,-1,525,327,506.5,333,545,323
119,JKR,119,635,323,-1,-1,587,301,-1,-1,-1,-1,-1,-1,524.5,326.5,506,334.5,545.5,321.5
120,JKR,120,634,323.5,-1,-1,584.5,299.5,-1,-1,-1,-1,-1,-1,525.5,325.5,505.5,333.5,546,322.5
121,JKR,121,632.5,323.5,-1,-1,584.5,299,-1,-1,-1,-1,-1,-1,524,325.5,506,333,543.5,323
122,JKR,122,634,325,-1,-1,584,297,-1,-1,-1,-1,-1,-1,525.5,326,507.5,333.5,546,324.5
123,JKR,123,633,324,-1,-1,585,301.5,-1,-1,-1,-1,-1,-1,525,325,507,333,544.5,323
124,JKR,124,634,328,-1,-1,588.5,303,-1,-1,-1,-1,-1,-1,524.5,326,506.5,333.5,545,323.5
125,JKR,125,633,325,-1,-1,588,300.5,-1,-1,-1,-1,-1,-1,523.5,320.5,504,327,543.5,319.5
126,JKR,126,634,328,-1,-1,586,299.5,-1,-1,-1,-1,-1,-1,523,321,505,328,544,321
127,JKR,127,633,328,-1,-1,589,299.5,-1,-1,-1,-1,-1,-1,523.5,320.5,505,328.5,544,319.5
128,JKR,128,633,329,-1,-1,587,297.5,-1,-1,-1,-1,-1,-1,520.5,319,502.5,326,543.5,317
129,JKR,129,633.5,329,-1,-1,587.5,295,-1,-1,-1,-1,-1,-1,523,320,504,327.5,544.5,319.5
130,JKR,130,632.5,295,-1,-1,591.5,284.5,-1,-1,-1,-1,-1,-1,542.5,331,523,339.5,559,321.5
131,JKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
